wav_filename,wav_filesize,transcript
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-622950-627120.wav, 118798, там бы сегодня ещ стояла бы наша армия и не было вообще никакой войны
/Users/gosha/Projects/youtube-audio-captions-parsing/data/CISkZ1eORn0/parts/CISkZ1eORn0-147060-152360.wav, 164878, хотя нет вру в своем шестом выпуске нахуль умирает от некой внезапнообострившейся смертельной болезни
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-725450-726550.wav, 35278, самодвижения
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-9530-12600.wav, 98318, мы сегодня продолжаем разговор начатый в предыдущих лекциях
/Users/gosha/Projects/youtube-audio-captions-parsing/data/2fY9QdZg1Rk/parts/2fY9QdZg1Rk-52620-56460.wav, 104078, и в принципе можно получать доход каждый квартал
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-401840-403540.wav, 54478, создать мировое правительство
/Users/gosha/Projects/youtube-audio-captions-parsing/data/7wVDvFATuyE/parts/7wVDvFATuyE-151260-153440.wav, 59918, один серый другой белый
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-544370-547570.wav, 102478, просто межбанковские заимствования обслуживание корпоративного
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1308600-1313500.wav, 113998, на разрешение конфликтов между участниками и флэймвойны не прекратятся
/Users/gosha/Projects/youtube-audio-captions-parsing/data/CISkZ1eORn0/parts/CISkZ1eORn0-164780-170940.wav, 178958, имя кролика ассуд переводится как лев и он решительно настроен продолжить путь своих братьев
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1073180-1076890.wav, 91918, если душанбе
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-242960-245585.wav, 77518, как будто они много раз передумывали
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-970250-979870.wav, 189838, вот я называю ещ раз ту формулу которая приведена
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-2021000-2025000.wav, 118798, но многие смотрели на свободное по как на новый способ заработать деньги
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1859000-1863000.wav, 125198, каждый следующий рассказчик или певец
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-709440-710440.wav, 32078, или нет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-196740-200980.wav, 133518, позывной любого летательного аппарата ввс сша на борту которого находится президент штатов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-969899-973940.wav, 109198, первого оккультнополитического ордена на западе
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Qy0E84W2LIk/parts/Qy0E84W2LIk-286169-289802.wav, 89038, например мы сейчас внутри папки файловой системы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-432160-433640.wav, 44238, фальшивого президента
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-479105-481465.wav, 52238, как например quicksync
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1867320-1872240.wav, 132878, эта религия заставляет людей поклоняться золотому
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-601220-606720.wav, 125518, иванов сидит в засаде и ждт команду к прыжку
/Users/gosha/Projects/youtube-audio-captions-parsing/data/gTS2B2G9MdA/parts/gTS2B2G9MdA-38829-41280.wav, 59918, свой канал практически в домашних условиях то
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-520860-524580.wav, 107278, тушите свет например была отличным стебом не только на спокойной ночи малыши
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-844040-847060.wav, 96718, потому что рисовать так криво нужно еще поучится
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dZHcmS01HwM/parts/dZHcmS01HwM-72650-75900.wav, 61198, забываете о чем вы в принципе мечтали может быть в детстве
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-737985-740935.wav, 92558, ключи для рейдмассивов и вставлять их в материнскую плату
/Users/gosha/Projects/youtube-audio-captions-parsing/data/2fY9QdZg1Rk/parts/2fY9QdZg1Rk-23860-26160.wav, 73678, примерно годовых
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-388800-391500.wav, 59278, когда по москве маршировали
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-571500-575000.wav, 110798, места где линус разрабатывал linux больше нет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-734720-738260.wav, 66318, и заявит об уходе с поста президента
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-688720-694350.wav, 152398, понятия капитал капитал как самовозрастающая стоимость
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-2267230-2271610.wav, 140238, человеком я считаю вещью совершенно аномальной
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0-Fv1jt1SkI/parts/0-Fv1jt1SkI-546579-548849.wav, 53518, сотнями лет опирались на свои
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-2122280-2126360.wav, 100238, творят их жрецы экономисты
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-204200-209060.wav, 111438, нашего нового героя прошу любить и жаловать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0_qE9m8PDxw/parts/0_qE9m8PDxw-120500-122700.wav, 52878, i hope that this work is already underway
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0_qE9m8PDxw/parts/0_qE9m8PDxw-11200-12700.wav, 48078, mikhail delyagin director of the institute of globalization problems
/Users/gosha/Projects/youtube-audio-captions-parsing/data/_ZOr2t8rm8k/parts/_ZOr2t8rm8k-33360-34870.wav, 48398, которые противостоят друг другу
/Users/gosha/Projects/youtube-audio-captions-parsing/data/gTS2B2G9MdA/parts/gTS2B2G9MdA-53840-58129.wav, 106958, канале карусель вами занимаются десятки людей
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-291027-295491.wav, 77518, аммиак способствует чтобы сигарета не тухла и никотин быстрее всасывался в кровь
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ByDhrmEo2h4/parts/ByDhrmEo2h4-279680-283130.wav, 80398, небезосновательно и что выиграет всетаки владимир путин
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1006440-1009020.wav, 82638, зачем гадать когда написано что качество это определнность
/Users/gosha/Projects/youtube-audio-captions-parsing/data/xsJ2MCOdKzo/parts/xsJ2MCOdKzo-49059-53480.wav, 141550, вы знаете что касается олигархов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0_qE9m8PDxw/parts/0_qE9m8PDxw-97200-99800.wav, 71438, they are not real
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-531430-534899.wav, 111086, я просто знаю что есть методы как это пресекается
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Qy0E84W2LIk/parts/Qy0E84W2LIk-311743-314499.wav, 68238, первый этап это bios
/Users/gosha/Projects/youtube-audio-captions-parsing/data/6H8c_i-_hq0/parts/6H8c_i-_hq0-186120-187480.wav, 32398, воспитательница предложила ей
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-92210-94750.wav, 81358, собственно говоря основной причиной падения рубля
/Users/gosha/Projects/youtube-audio-captions-parsing/data/de0vrVFCVCg/parts/de0vrVFCVCg-112015-116890.wav, 129678, заплатка описывает строки которые нужно изменить добавить или убрать из исходного кода
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1101380-1106789.wav, 43918, а речь идт об империализме и империализм предполагает
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-1047020-1051440.wav, 119118, правда с одной стороны заявляют о за минут одного только сценария
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1925320-1929280.wav, 123598, мировоззрение и в другие мировоззренческие системы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/M4KrgFwfViM/parts/M4KrgFwfViM-268560-274320.wav, 108238, оказалось это не быстрые горки мы еле едем
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-145400-148680.wav, 37518, но когда мы говорим о том есть ли внутренний мир
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1067010-1073180.wav, 182286, в небольших вопросом о немалом
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1054000-1058000.wav, 76878, главное что вы его используете
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ypEPe5Ii3Aw/parts/ypEPe5Ii3Aw-296100-299790.wav, 111438, и очевидно оно для заядлого пользователя windows изначально
/Users/gosha/Projects/youtube-audio-captions-parsing/data/xsJ2MCOdKzo/parts/xsJ2MCOdKzo-129590-131569.wav, 53838, демократического цивилизованного
/Users/gosha/Projects/youtube-audio-captions-parsing/data/CISkZ1eORn0/parts/CISkZ1eORn0-35940-40140.wav, 134478, о превосходстве ислама над другими религиями о том как почетно быть террористомсмертником
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1942000-1949000.wav, 104526, то есть после разработки linux система gnu в сущности стала полной
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-89439-94579.wav, 42318, в москве как после сериала очень утра
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-825000-828020.wav, 94798, аниматор озвучивает на канарских астравааа
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-560790-564955.wav, 119118, легкие сигареты одна из модификаций идеи более безопасных сигарет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-781300-788580.wav, 189326, вот сейчас мы не естественны вот мы боролись с пропагандой гомосексуализма среди детей
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-852945-856160.wav, 98958, и с ti в скором времени
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-991200-993900.wav, 81358, при аварии в машине лечь на пол автомобиля
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-91730-92950.wav, 39118, это хорошо
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-945120-947340.wav, 39758, пока мы не познакомились массово с продукцией фирмы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/de0vrVFCVCg/parts/de0vrVFCVCg-185111-190420.wav, 152398, этим мы и займмся на сайте linuxcompru
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-571400-573340.wav, 33038, а бывает наоборот он пытается шутить это
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-282341-284490.wav, 68846, который вряд ли когданибудь опубликуют
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1770100-1773100.wav, 59918, mit кембридж массачусетс
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-201500-203500.wav, 41998, которая ошеломила целую индустрию
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-116320-119100.wav, 83918, и одновременно писателем то есть человек был многосторонне
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-7120-9780.wav, 66318, мега крутой биван от канала сыендук
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Qy0E84W2LIk/parts/Qy0E84W2LIk-58201-61837.wav, 116430, но у нас нет на данный момент программы wget
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-469180-471749.wav, 82286, честно говоря я не понимаю
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-163400-167880.wav, 44238, до официального начала президентской гонки
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SZg4hPABNOY/parts/SZg4hPABNOY-242190-245390.wav, 100558, им сказали что всех скоро поснимают от туда
/Users/gosha/Projects/youtube-audio-captions-parsing/data/_ZOr2t8rm8k/parts/_ZOr2t8rm8k-197790-200610.wav, 90318, те они официально не могли ни с кем торговать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-996510-998190.wav, 53838, ну кто плохо но предположим их
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0-Fv1jt1SkI/parts/0-Fv1jt1SkI-80290-85799.wav, 142798, вторглись уничтожили ее повесили саддама хусейна потом сказали извините ошибочка вышла
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ypEPe5Ii3Aw/parts/ypEPe5Ii3Aw-244779-247769.wav, 51278, которую в народе называют тормоза
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-563590-566690.wav, 60878, чувств команды чубайс так как появился бил
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-578960-582800.wav, 115918, который появляется и приносит чтото намного лучше за меньшую цену
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-94800-98340.wav, 109838, миша миша миша ача ача ачаджимми ача
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-72920-75080.wav, 46158, а ой исчадие ада
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-778620-781440.wav, 81038, а я президент надо же руководить както а денег нет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-157942-160899.wav, 94702, что это практически экологически чистый продукт
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ApbeWw5YC5g/parts/ApbeWw5YC5g-57359-60879.wav, 80078, летаете лампы которыми освещаются многие российские
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-841610-843800.wav, 57678, таджикистан опросов здесь лет любить
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dZHcmS01HwM/parts/dZHcmS01HwM-77800-82750.wav, 156878, ну и в принципе цели гдето есть вы помните что она
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-2250100-2255360.wav, 168078, остановить не отказавшись от кредитных денег бороться
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ByDhrmEo2h4/parts/ByDhrmEo2h4-404150-411530.wav, 196686, и то есть ему ведь тоже не все доклады да он до какихто вещей докапываются но
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1585500-1589500.wav, 111758, небольшой linuxкомпании с таинственным бизнесом
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-611380-613120.wav, 36238, дети смогут полюбить его
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-635290-642679.wav, 196686, советский союз я ничего не выдумываю я беру вс лучшее что было в царской россии и советской
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ApbeWw5YC5g/parts/ApbeWw5YC5g-80050-82230.wav, 34958, филип моррис крупнейший на планете производитель
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-875780-878950.wav, 101518, а вот губернатор сахалина который миллиард вот
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-390639-391910.wav, 40750, то что я сделал нового те
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1031130-1033470.wav, 74958, тур там будет легче если там будут также
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-1117340-1119580.wav, 71758, и я надеюсь что однажды все изменится
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-2126360-2128880.wav, 53838, если честно говорить то большая часть простых смертных
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-108000-113000.wav, 150798, я использую слово хакер в его правильном изначальном смысле
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1206990-1211720.wav, 151438, эта банда законченных назад
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1225749-1228039.wav, 57998, светлана чурякова михаил васильевич расскажите
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-326380-329200.wav, 41038, тебе нужно играть на бирже
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-877700-880700.wav, 84238, телемост периферии да потом получать около трети
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-375973-378404.wav, 51598, еще одна тайная экономия табачников
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-356650-360660.wav, 113038, это тоже нам знакомые люди там революционеры сидят
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-2235090-2238620.wav, 106318, ольга четверикова дают в кредит американскому
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-304020-307160.wav, 54158, а если вы просто тот кто не платит за комплектующие
/Users/gosha/Projects/youtube-audio-captions-parsing/data/5u5NBfEh5so/parts/5u5NBfEh5so-21259-25179.wav, 100558, в скорую был помещн хлетний ахмад
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-640060-644370.wav, 137998, одна из форм цивилизации что она представляет из
/Users/gosha/Projects/youtube-audio-captions-parsing/data/CISkZ1eORn0/parts/CISkZ1eORn0-123040-126880.wav, 62158, нахуль я хочу продолжить путь фарфура
/Users/gosha/Projects/youtube-audio-captions-parsing/data/2fY9QdZg1Rk/parts/2fY9QdZg1Rk-45620-48380.wav, 74318, стоят они тысячу рублей то есть доступны каждому
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-1065760-1066940.wav, 33358, или все баблишко ушло на
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-710440-711440.wav, 32078, ну естественно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-663660-665960.wav, 61518, и вс это
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-1061500-1063620.wav, 54158, какойто у этого проекта был маленький бюджет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-223050-224790.wav, 53198, вполне конкретные понятия
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-470060-474160.wav, 81998, скоро путин назначит себя отцом нации
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0-Fv1jt1SkI/parts/0-Fv1jt1SkI-54430-60629.wav, 135758, философским достижением этого все еще нынешнего мирового порядка стали открытость рациональность и нормативность
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-569000-574670.wav, 134798, наши исследования которые были посвящены капитализму
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-865460-867770.wav, 57678, межнациональный конфликт не возник бы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/jiGK9x4Infg/parts/jiGK9x4Infg-100700-105880.wav, 116238, я пришлю тебе весточку с белым почтовым китом
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Qy0E84W2LIk/parts/Qy0E84W2LIk-647936-650804.wav, 48078, и в нм лежит как раз вот эти файлы на c
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ypEPe5Ii3Aw/parts/ypEPe5Ii3Aw-122540-129410.wav, 142798, встанет в для студентов и работников учебных заведений
/Users/gosha/Projects/youtube-audio-captions-parsing/data/M4KrgFwfViM/parts/M4KrgFwfViM-106880-110280.wav, 76558, кукуруза нагревается и лопается
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-111209-114469.wav, 71118, отдыхаю я думаю мы получаем удовольствие слушайте
/Users/gosha/Projects/youtube-audio-captions-parsing/data/6H8c_i-_hq0/parts/6H8c_i-_hq0-351540-353040.wav, 42638, и выпустят кроссовки
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-444550-447652.wav, 90318, учба повышение квалификации чтобы ты мог общественные
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-534220-538580.wav, 139598, а чтобы чтото потребить как это ни удивительно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/j9tW-VZukZs/parts/j9tW-VZukZs-101900-104580.wav, 73678, пап ну пойми здесь же скушно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-285820-289280.wav, 47438, себе персоне медийный затем чтобы они вам что
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-269160-271920.wav, 53198, чувствуют себя также как я
/Users/gosha/Projects/youtube-audio-captions-parsing/data/jiGK9x4Infg/parts/jiGK9x4Infg-46500-49720.wav, 76238, да ведь я бы взорвал весь душевный боезапас
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-285229-294259.wav, 167118, не только он
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1832500-1837500.wav, 107278, одно из значений бесплатный но другое свободный
/Users/gosha/Projects/youtube-audio-captions-parsing/data/gTS2B2G9MdA/parts/gTS2B2G9MdA-35059-38829.wav, 73358, мы уже говорили что у нас есть возраст от до делать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1332610-1338010.wav, 167438, ложам которые формировались на основе этих идей тогда
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-198720-200720.wav, 58958, придумал для шоу нового героя
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-493979-495009.wav, 33038, и вот как это вс сбалансировать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-740029-748590.wav, 196686, считать ростовщиков использовали деньги для производства
/Users/gosha/Projects/youtube-audio-captions-parsing/data/7wVDvFATuyE/parts/7wVDvFATuyE-125213-127213.wav, 58958, другой белый
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-846540-850700.wav, 123278, corsair one это их ти литровый игровой компьютер
/Users/gosha/Projects/youtube-audio-captions-parsing/data/iWbdKKFnFpg/parts/iWbdKKFnFpg-371981-375938.wav, 34958, директор табачной фабрики рассказывает про взорванную жилку
/Users/gosha/Projects/youtube-audio-captions-parsing/data/rvFEHJeSGvA/parts/rvFEHJeSGvA-31800-35410.wav, 115598, получасовом выпуске он был активен лишь одну минуту
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1002200-1004010.wav, 53198, олигарх а вот чем просто первых они не
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ypEPe5Ii3Aw/parts/ypEPe5Ii3Aw-381280-386170.wav, 137358, огромного выбора различных так сказать видов этой
/Users/gosha/Projects/youtube-audio-captions-parsing/data/j9tW-VZukZs/parts/j9tW-VZukZs-118100-122820.wav, 135118, здесь изумрудные патолки и высокий калод уходит прямо в небо
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ApbeWw5YC5g/parts/ApbeWw5YC5g-73720-76550.wav, 90638, сама компания родом из сша но ее заводы расположены
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-825460-829520.wav, 120078, оставьте комментарий и давайте хотя бы поговорим об этом
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-84640-86640.wav, 49038, в положение раком
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Qy0E84W2LIk/parts/Qy0E84W2LIk-390967-395533.wav, 53838, fat или ext но он не умеет например понимать lvm
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-66320-72500.wav, 187278, себя и только путм ограничений ты можешь получать удовольствия
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-720820-724140.wav, 105998, я понимаю что они боятся убить
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1109140-1112420.wav, 81358, низшая ступенька это экзотерики люди которые
/Users/gosha/Projects/youtube-audio-captions-parsing/data/_ZOr2t8rm8k/parts/_ZOr2t8rm8k-50140-52200.wav, 57678, вся политическая движуха
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-45591-46591.wav, 32078, это такое
